                                          ,pkgs_before,pkgs_after
ieeb1d42d55bbd4020cf10c70a64de2bf1161cfd5c,13.0       ,9.0
ie7efecff9c0a40da92936e5080c6fa883830bd127,18.0       ,12.0
ie3f625f32feaa5d21f5c766c5ce22e1ebb9b61ced,16.0       ,14.0
ie0a24653007430e9e037c0cd714812d78a64bcdeb,28.0       ,22.0
ie89314d47aad850206a87d4d5aab3b649d74bfc8e,13.0       ,8.0
ie4640a89695b4c2b5ddb17caddb1cbbb5fda7a949,13.0       ,11.0
ie55799bb4555549b3af300f4180db71a54f4f2cb4,21.0       ,20.0
ie2e1777d19bbcfd164e1cc4bb8da953e7e2d3c5db,18.0       ,13.0
ied5976a1f447cc482df5880445750983e18867b40,19.0       ,16.0
ie075932107d9e641e6af0499628c167b55db492e4,11.0       ,9.0
ie6ff2cbf86a3d9ba59810f8cf1b2e42e8e81c7fa4,15.0       ,13.0
ie94c04daa5ead2dfba5138198e9ef94a391a4f54c,15.0       ,10.0
ie8fe55dfe79f86d5ecfb9e47c0955d226abb1b0dd,12.0       ,10.0
ie9f3cf992d7ddb8105d2b04055544b406d739bc1d,14.0       ,11.0
ie6e574c2f2353a9d7db5c5addac3fa6ddb16cf03e,14.0       ,12.0
ie39ff04e75cb36fbb91e83aaa11f4b79177c45b22,16.0       ,13.0
iee04cd1b40d08740b92d22659b25d3d4256467ea3,15.0       ,12.0
ief3f21bb695842f36a1f2e8b606c6126e7cdd99ab,17.0       ,11.0
ie2c4304d371b04f34e2a7e5f8031fd2331775a0f6,14.0       ,11.0
ie7bedb2817af254650e475e528c6a73a1ca172037,16.0       ,12.0
iecfc5538359f57a2af3a1d86f6a12c1c01bccc9df,15.0       ,11.0
ie770f2ad0c437bd6965d0260ca8d873e0af5ace54,13.0       ,8.0
ief1f1709b5ac393773f4b012f4c856bed5f10c23e,5.0        ,2.0
ie32124ce12a2bcca97e488ceea65a1b4c83ffae8e,21.0       ,17.0
ie4c8f30e75ad3d8d4a13d92ae052b196bbb8cd5f9,17.0       ,10.0
ie5e891ab43d39b4e327c665fe9578cc3873f787cf,24.0       ,20.0
iea519839e0f8bc6f2eedf7ecbee5a7b3e6a615ba6,15.0       ,12.0
ie086c1705470169b20b16a284888f5afc91c52a82,8.0        ,3.0
ie0d3fa11dce4ff9f5352e9cb16da58f501593a10b,17.0       ,8.0
ie07fbe353cf2654a45611d343e9d76c90f5863ecd,18.0       ,15.0
iebe673dca409d3df5d6817bba5df95eab3a077d90,15.0       ,13.0
ief2eaebd9bc99d8be8bbc1046d9412793507a3989,17.0       ,15.0
ieeee322292d4af16a1c59ddc46f7e30bbae6f7c08,17.0       ,13.0
ie15a4e7282b08a8f8a7d6ff68b848c6f087eaffd4,16.0       ,15.0
ie1da7ec7c3a02d1273970207c0528b3d32f30b0e3,9.0        ,7.0
ie5b0869d74c07d08bd408d9c1ac2760767c44ab0d,18.0       ,14.0
ie55d0e3840e0f9b92b51407b46ea151eb0536317b,12.0       ,9.0
ie52dd47c302df2b9f2ada1dda7fdde86846cf1f8e,19.0       ,16.0
ie19c165b8cb740acd232367805b03ade83dac4cf6,13.0       ,9.0
ie953bde2351f19051e678b7adf37e37814e969326,10.0       ,8.0
ie05e6422f93750943b4268a8afd0d422a525c8745,15.0       ,11.0
ieefa81f57a1b9922fc01f48621e1fff6f9ea91339,20.0       ,12.0
ied9be38007f0e946a0fd2b73fc3ab7dc6cc4a017e,16.0       ,13.0
ie5760cc0b8273cfdf2f45b93a0142bf023bbb48ba,12.0       ,10.0
ie4dcbaa2296ab89fd965d020e727723b2efb45abd,13.0       ,10.0
ie7c779d33a286102af9d1ca76ce51cb020268c7ec,14.0       ,11.0
ie557b7ca93f3596c9ecf5ffaa1fd7e1551db34413,13.0       ,10.0
iea8d90699818371da0aebfe98a6cc70a118b6aa36,6.0        ,4.0
ie1638f239a496a1c440d07a3475a4f3c1867093e5,18.0       ,17.0
ie6659f67b22726979c5276288c2340a238dffd755,6.0        ,4.0
ieec4eb7259a0d9f7eda270b79836ae7e447772f08,19.0       ,15.0
ie15332992f819f6dab14698d876f8d2413c043b7c,17.0       ,14.0
ie96165e0fbdf599f2531d9e016e305d9fe784ad33,18.0       ,12.0
iee6a09e14011f5faa3087a071b671966c30f501dc,21.0       ,14.0
ie840efacd832befef81933f5e09bf2ddf689ab573,9.0        ,6.0
ie19c198929b67478bf422972c45ff2b33a7928b93,17.0       ,15.0
iea302818af11bfeffdeb3c9c04ccde0db98c953c4,16.0       ,13.0
ie469a88eb2f04fc834b5c13abb7c08c617df367d9,16.0       ,12.0
ie657875e0fe69b28843f91c88596f49e63a857640,19.0       ,16.0
ie0e958c3fcad74c109904f3d3517f7f3fabd0cfb8,18.0       ,10.0
ie3c868444dffef375cc3a452aa7d53a9f1daf06bd,11.0       ,10.0
ie374dcc426a2f959f87db011045dbbd7eaf6267fc,16.0       ,11.0
ie45de34cd0819b5d8b0e09d84658751557b172fb7,12.0       ,10.0
ie905e3d6ea4f632f34c0445c6b827510665bfac50,17.0       ,12.0
ieb57b4f014098705d6704aeed74d1d64235957412,21.0       ,17.0
iea2d2e65959aa746695d1aa8198c3b615e4f71da0,14.0       ,11.0
ie00d05b60b85bf796e426923d6b251ff15b84c88b,17.0       ,14.0
ie461d4280430198fd8363473d7690e7f6b7ee3171,18.0       ,13.0
ie54e6181674e1eb0842065bd289bfdee15861b4e7,16.0       ,11.0
ief67e9689f457e7788064e3f5a7b6be3241257d54,13.0       ,9.0
iee322f2d33f9f15f3c185adfcdd38e5e950acc736,15.0       ,12.0
ie54f810ae144b1a70bbd422e7498f26610db6d6c7,23.0       ,20.0
iecb386cb5cb0b283d0a60a942a32e0f98d86ef3a1,24.0       ,21.0
ie464a3eb9829ddbc624a5e6d99424b1ccb0d390c0,15.0       ,11.0
ie3927181268af9d3eee5544af1114cfe9b03f4cfe,14.0       ,12.0
ie50538da22050108e817bdb0a734887459397b818,13.0       ,10.0
ieb4faf0f204074eb7299c542ba91e6d8c54a61687,14.0       ,11.0
ie6cd9c19de818b9eef2b060fdc61e03b7bebf2a46,21.0       ,18.0
ieb08a33a2a7f9c0389e559de0c20a285204d3b599,20.0       ,15.0
ie8e5cefa7202b8dec5c728482cd571492a2c7a307,14.0       ,11.0
ie131e0f1a6f84546e7e4452a1268f47a19c6f88da,16.0       ,14.0
ieefa236813dc582b1a2b626e1f10b0e9a221f85b9,16.0       ,13.0
ie635b5f3e68b98412201fcee308e2db556fd91983,17.0       ,11.0
ie76ddbbce43465884902aaf964dbf762ed84251b3,17.0       ,13.0
ie2c1700e1de88f81fd548e0404563a31220a4239b,16.0       ,11.0
ie1d971ac76235f507ee42d1a54aaa657fcb990cdf,19.0       ,16.0
iee1969a573770b6de68e16ebcf8e92c5d4182fe76,20.0       ,19.0
ie905e81166d33c8feefe970c1c56fad31dc866ebd,14.0       ,13.0
ied840230b6125d1bf19be5e619c972104e5776b60,13.0       ,11.0
ie5610415d277ff6e578b8922a00d3104270286f2d,18.0       ,14.0
ie2e3af795b9eefbabc27ce5afb77f4cda1da5c8c0,16.0       ,8.0
ie3a3aaaa59eb952517147054b7d50f29b8e7805c2,19.0       ,18.0
ie4852973818a853ec2f2cf711420347802ed4b69b,22.0       ,18.0
ie0ed17e2798e52dce9ab6888613ddaf7c78886b5d,17.0       ,10.0
ie15630e6da30e71c0ee4ae7166c2f376dc35e5c81,14.0       ,13.0
ie280d101c0688ec5e53c4fbd7fa4fedd0c8d40f7e,17.0       ,9.0
ie87c1eb502d51f21b4edb00dc0e61126da0b9e0b1,15.0       ,13.0
ie1a9234e755e5ba4456d9e8b9aa3ffc664cf31c94,13.0       ,10.0
ieea40b322b4e5ec1e47ad758616f89af47ea72f85,14.0       ,14.0
iea4748a216e8fc5a60a6e9f5db1518ff3a119c357,10.0       ,7.0
ief953c598f6596696747c52af9b4411ed23a854b1,9.0        ,5.0
ie02c0d88fd35bdd0ba68304d8e4a91fb3807b3107,9.0        ,8.0
iee3e4ff45dfdc66a651be50c59b02f8c34358178b,13.0       ,11.0
ie3f28a7addbc4f35af3c3933841ccc7c94eb36516,16.0       ,10.0
ief38f15021017f95c61abc286179c57af95cb61fe,22.0       ,19.0
ie5107ab43481795fc5b45437c10010f6087835cea,18.0       ,12.0
ieedba782809f91edebd58128c577b64777cdc45bf,13.0       ,10.0
ie1c88edb6fa8b7249e37524ae0e0959381dd9acd0,10.0       ,9.0
iebf8fcc36cdbba0f48ba17336626e0ac0eb686c33,18.0       ,16.0
ie7b85494737087bda85244e57a8fd1c48637d4587,17.0       ,12.0
ie8637574517cc86770268e9f8c62636e6b53b369d,14.0       ,12.0
ie919cfdfc2af424d6c371ad3d54e912060b1788cd,17.0       ,13.0
iebdc6f3026c70891761612e74b8103dcc021edbf4,11.0       ,5.0
ie465452374ebfe1bb2a093aa2d9a20e4bac8b5cd8,19.0       ,15.0
ie69b76796955e3dea1b07d4500625e489a6289dda,13.0       ,11.0
iefca20a5709f3fb10c3b57c187d51ab65332de545,14.0       ,11.0
iea9400477d3ed2713ed2581f859e0c4d89b08b021,19.0       ,12.0
ie75766c8e9fdebb1e5cf85cf2ddb3347b1e74ac7a,19.0       ,15.0
ie68e4d3e5a215df8df138d41b2f11f6893f1b9162,13.0       ,7.0
ie3f3a6cf28fc550d49c3fde285b8aa4191bc7979a,21.0       ,13.0
ie230158deabacaf9b179dead1e8a1a460fb0f1498,15.0       ,11.0
ie08cf08a4bd4ecac159484c902edbd0150308b79e,22.0       ,15.0
ied45ae0906dee49d420d32c413138aa0f51f977b2,17.0       ,14.0
ie9c0f099718288707795114dd63f233926ee72f92,18.0       ,14.0
iea851de932cbbf99e347e169030b1106942aeaa5d,20.0       ,14.0
iebcb614d5965765bcb29ede76dd7804eed99ce108,19.0       ,16.0
ie3f0b8d430f6b48a654d6f4fafc20e6f2293eb2c9,15.0       ,13.0
ieb8a81c7b0747910151bf6fd14dcfbdeeb1946a1b,15.0       ,11.0
iee7d326d205bd04118ad27f06bf447a7d6fc00fa3,18.0       ,9.0
ie76f189c1828d35ccb9edb6ff507093da43260420,14.0       ,11.0
ief0266e7dedfe8666bacb8b962afeeb840f23c341,20.0       ,18.0
ie891c45bdfd3b096aca5c4cc145ba7530101a6ef5,16.0       ,13.0
iecacd4da27b0fe1393dc2cac7bed988cd17955d6d,18.0       ,15.0
ie3fbfe8bccf432db6406348b1ea4b67aebc698d7b,13.0       ,11.0
ie798cd006b5edfea0b53aca3934ba20368545e84d,10.0       ,9.0
ief440256949d85745e6bca2a913632a0176fb8ea5,9.0        ,6.0
ie87248ff7b92db09e8eaa518287df74e8aaadab12,22.0       ,17.0
ie5ec1b02d19e374605506f9630242d07828736749,18.0       ,16.0
ie418d0d870b66d80a0fed5297e1fba89c26ce1505,11.0       ,7.0
ie56081baa99bde130c79c961c14f63d8848b86df6,18.0       ,15.0
ie7028a1edbfb2141373fc41e6827af4b6a8a93ada,12.0       ,7.0
ieba2eb3901eaebdabfbb9aee8ee85820521b42156,16.0       ,12.0
ie9116e8d15225469336d7a463e1c4826a4eacd105,11.0       ,6.0
ie5a2abd2ad964fc17d30a9252cde32310f96ace36,14.0       ,12.0
ie72d27b0a96f875f7523e8fcf36a5ec14bdd691ad,14.0       ,10.0
iea0654b53f183372e3d552ab3e42d35ffa98db65f,14.0       ,13.0
ie18cacc271d4d3ea70210e0274649a59e49598d32,17.0       ,15.0
iefe0e7a339fb6b4b721848f1bd4e2d31ba976802e,14.0       ,12.0
ie4c4fd84e2e50b6a27818c0549d573505c4e97b63,22.0       ,18.0
ie971a6de0de46156ad9af624d2c518ec63e4f9fb2,23.0       ,18.0
ie24ac828e9955db2d8e4103f6b4304c3ac57ebd12,13.0       ,10.0
iedd9410a6f0ce59bf0b4b230776ce50d444fe41ae,15.0       ,8.0
ied286d3a3df36f1593db43388035e8b5be41734d2,7.0        ,4.0
ie0da61879e86987496f5e64710ff5da9d16db552d,12.0       ,7.0
ieb83ec72d5a0ff1a206d49822d01e7db2dac479cb,11.0       ,8.0
ieeabf06bd0a9c55edfacb6b9639cca367cfbade6c,16.0       ,13.0
ie23822e0ea9aad057c7f2f492ed42251fd844fa39,15.0       ,11.0
ie47af197c68ce8108a90a529dfa454a20c71f5df5,23.0       ,20.0
ie7202c575bf8c02ebbbf6fcedca31363a8baa7b5e,16.0       ,13.0
ie3f13ecc1b187c12d3d26a455c6b76cd525049fe9,21.0       ,18.0
ie40dcddc354e090b96d8b169be6fb1ff9e4d22006,11.0       ,7.0
ie3fb46f4d8cdb2cff6a35757bd9427f75be8eace1,11.0       ,6.0
ie20f67f896c1735dec27a38980d31d2531c0cad54,13.0       ,8.0
ie97bc499a3312cef909251c20e27b4cc550785484,16.0       ,14.0
ie3ce0211a7ad6b77dac3a4f85f8f56a58bde9239b,8.0        ,4.0
ie9ab66e914d596c17cf2198987fe12c6a78d9f5db,14.0       ,11.0
ie23155aa7e11bb51bb3398b7cf793c74a5ffba631,13.0       ,11.0
iec550b8bdf8ec7fd2ab72fc5d39c9255c01e34871,19.0       ,14.0
ie3b5f535faa31f58e35f4efb2c1bb1949a27cc340,16.0       ,15.0
ie6ea7c42e9a108ed964611bf206f5a163456faaf8,20.0       ,18.0
ie1a9a0722487862b93b1c5f203b5dcb40ebd535ee,18.0       ,12.0
ie210ec26a93ddc0b7c233eb7b42e34abc4f04eeff,19.0       ,13.0
ie72d9a85fa7ab617a4a4dcae8a65f80f81df240fc,19.0       ,15.0
ie863d8130110fee4f3ef30e535329c4c9333a8f4b,14.0       ,12.0
ie8922cb3a966fb0cae7179b8d88430210194d9b04,14.0       ,13.0
ie4adca42e99edae3f3c8f24cdd5f53d41b59704b1,19.0       ,13.0
ie9efbccd64df9044b7a70a3468a9158619d3cea0d,15.0       ,13.0
ied76f277157ac157973e2f23141eda3ad32146a39,24.0       ,21.0
ie2d4f7dc455b02ddf1da79137dba323aa832cc63c,16.0       ,10.0
ieafc45850e047944bc5465c027bf3eb02e9bbe1e5,20.0       ,16.0
ie2fc35cfd5644e0ddf8cd9d32e063a18a0edde895,17.0       ,14.0
ie307da9475150d72f24f5ff945c691dd22fa36eeb,11.0       ,9.0
iee2550ce730fb03136b93b184cffe99e12833322e,11.0       ,10.0
iec1207f9b78d2a4c7e1fba4307a1a27b5630eaefa,13.0       ,12.0
ie9d6ee841b7208a0da53a6b236160cf8d06440237,14.0       ,12.0
ie670c2b4a9abeebf70f164cd918d813f2aa2575a7,16.0       ,14.0
ie65db6dd9e46c1348ff069da37cf6c880e701e751,14.0       ,11.0
ie00fec203af15e6b531e26a94789d4beb0694375e,13.0       ,9.0
ie2d6a9d237f55e75ecc55b4249c3ca6cf208d800d,13.0       ,10.0
iea92d16c56aa5c4cf27ae53efc9f9b022a4447f92,13.0       ,12.0
ie22c168978460f8b498ac2ae33a3e136e9dcdc1ca,15.0       ,11.0
ie156125f3850d33dbb3ab2d7882314d6d59eb4de1,16.0       ,15.0
ie4b693100938112167a61a6cfce69f08c10188a89,13.0       ,9.0
ie871e6f6ad5e17f421306c540b3940416b26423ef,13.0       ,10.0
ie6cce77db3db1f6eeaa014d59ed3f1255ecac72bf,14.0       ,10.0
ie643a11e1d94d435a337234493942f1edf7fc0f6c,13.0       ,10.0
ie6f37cfc58fac88bcc10228f2db674de8dd2c526b,16.0       ,13.0
ie38d8d30f192010cfb220b317845f434c903b93f8,26.0       ,19.0
ie76a7089bcac1d591dca696886830b9f9e779f865,11.0       ,7.0
iebe18067086dd327f3efe65ed3c8b5dc9918b521b,14.0       ,10.0
ie0e8bc581ad00f7d6554b8429e259a96a1cf6df5c,17.0       ,11.0
ieba489e10de8586463a29acafc1f199293c5c2ec9,13.0       ,9.0
ie31180351911cb5e936e46e45408f649b590dbd69,15.0       ,12.0
ie0cbea69090d995b5f318724bb534498666bde1d5,12.0       ,10.0
ie34cb8169bd1a0c2aac6216e7208c1fcb5223fca0,13.0       ,11.0
iee68889a3a3c78fb1bb06ac86ae3e1e110f7a5682,19.0       ,17.0
iefc00f5cea8a769c0bad4bef714c1899a0c5a69a0,10.0       ,6.0
ie096d71ff11adf93e9934516f0301eaa9110f179a,16.0       ,15.0
ie0dbc736035dff92e5e640aacb6bae6e9fdd4e271,13.0       ,9.0
iee444a84f554d5a65eea4c41a411f6c56e2f0c669,11.0       ,6.0
ie88c1db88186793397e809f8e8156f5a338651c01,17.0       ,17.0
iee9200c4aa0ac816617f02c7362c20d885b362ea4,18.0       ,17.0
ie9f6b78bdced9e61969a893198042314e0abbbd1c,17.0       ,15.0
iea5f36da609104a07ee58396bc1be33ec6ecaa47f,7.0        ,4.0
ie6a619359d0cea8a2e5a3757c82d1930f549a3ae8,29.0       ,20.0
iefc075ea02125b61b24ebfa9b8e267a3bc2abbca0,17.0       ,10.0
ie45414e79a71da0ef8688a18d1e8ed38d91b88cb1,19.0       ,18.0
ie8ddee02d953992ce228fbf038656bdf9ca960967,16.0       ,13.0
iec18a0008a7f4ddd0b1c5cde63af7fb0efa7e1677,18.0       ,13.0
ied9df2a79d39f4ebd7ee71983a4914d5291cca4c0,17.0       ,13.0
ie5b00cb6c72e851c67f93b840770a4ffbbaedfd15,14.0       ,12.0
ie400428bc6a9e858dea4b5af8650bf960face50cc,15.0       ,10.0
iedb7fcc7f4d3d1898144c7aa58d5283ca44f8de28,18.0       ,16.0
ie184e39d9c07c37b1b9b6b14e0dea814a6cee6e5c,14.0       ,10.0
ie8839109e241f2edca892b863057e8b3741b3eff6,19.0       ,15.0
iefee28d37e7fe86a9584a4d30a20bae35f4832faf,7.0        ,4.0
ie8c3878a8db81d362801ef6233ffc1ba36d102e6c,17.0       ,17.0
iea8c0f31da81798ad5532092ff45dd216c3afc51e,8.0        ,6.0
iedbc10f654ae51bcbcd17c8b3b6b4916c5d0c9ed9,15.0       ,12.0
ieca279b84aa53586298607552aa4ea87689c9198e,17.0       ,14.0
ieaa5d1be8cd50675591b587c297851f8db105b797,21.0       ,15.0
ie0ce841ce41ed16ced33c0d2b2d2915c275db52c6,16.0       ,14.0
iea5046359458760f49b968f2800a9ef5c24f34253,10.0       ,7.0
ie361a12a9f2d9b9a278efe7c82a6e39a46bc93a4f,12.0       ,6.0
iedd9a0dc214889d127beeeeffe67684e2aa3edb2a,9.0        ,8.0
iea207c26073a7e901bc644af23388324206202db0,20.0       ,15.0
ie351d91802e9f516ca4fe60a7078f465f416af1e9,19.0       ,12.0
ie6a0cc78436607e48e0eaade24bee4acd0b959447,13.0       ,9.0
ie2f720c7f48f90b92c093a8bf4d5fd1cc4adc21c4,19.0       ,16.0
iee4d5eb292d1e8c6cdf156e415aa38f2fd8b2072c,14.0       ,10.0
iee11e112171f6c1d72b1f3c4938f9fe652a374253,13.0       ,10.0
ie99d693a525c6ec7209918166264360eb8600cdec,10.0       ,6.0
ie7446a4e564a07e77ceca2358067a8d5084ad25a3,17.0       ,13.0
ie15f1dbc30b8845d6ae87a37ea8b0ab156a94c0bb,12.0       ,4.0
ieda3562e871b923d340d6b6e7bfb5f95e578219f3,11.0       ,5.0
iee75b8f39de7ce45efb98c8721f0eb9fa6efdd736,17.0       ,15.0
ie22fe71839cbad67c408dd8811ec369f320995e54,5.0        ,3.0
iee21575eeb346ab730cb31bf7b8ffcfe82de77ca0,16.0       ,15.0
ie679b49fba261909cce7b3be9f5f3ac91099adfe4,17.0       ,14.0
ie683dc7d97083b3407015357e19738d048619014b,14.0       ,10.0
ie680c8452b079f0ae6aa2085079e2cf4e5a12d087,20.0       ,15.0
ie5917943297917fdef0f8945b20aecfcdcfc0d9b1,24.0       ,15.0
iee546766d7105568d5ad3ec73f694fcab2a636f32,18.0       ,15.0
ie08d18e12bed1d73abfbb797257aaa7c1c888d029,17.0       ,15.0
iee89270b5a5310dd49c8e35e597c78c2421d53e4a,20.0       ,16.0
iefc990534556cfb40b4a890e30d0f1f6a157042ef,14.0       ,13.0
ie5a11d6c491c282123d049924a5d5c3a32aa6301c,16.0       ,12.0
ie97531037b6294c7513122b13eac92e2b50111453,17.0       ,16.0
ie31c6bad30389abddc712a9a4d4e3ed0d7b6c3c20,15.0       ,12.0
ie9ab76ad392c1bacc7a637cc07b170bce9c7b83d0,17.0       ,14.0
ie2459d59054f5edfb994ef25a7c281df490e8a8ec,14.0       ,11.0
iefa2747190ed906b3615f0ad5f8b020bbe5ba30ba,10.0       ,8.0
iea111f26b30254cb49d5f34b4b08b913685f7797d,11.0       ,9.0
ie3981efb87216bf14510d7017dd172ed598351687,15.0       ,9.0
ie3707f3d476e9bf7a89659b6f290c3af3b5f85821,7.0        ,7.0
iec48b8931047b421eae602cb316e3c86c28f6ff2c,23.0       ,18.0
ie78ed2f355310233821066cc3418c5ac548b0a4c1,23.0       ,17.0
ie8bd4735e4f6c745fa079a425a91243f283465dcc,17.0       ,10.0
ieffde38ebf259b733edfad39b3fd58a375bd926af,19.0       ,15.0
ie0eeb38ea7063d7b2b9949cde26e7f39a6196cdd8,16.0       ,15.0
iecd48db5017d0473a74ae498b656985beac149389,14.0       ,11.0
ie837e582e7e66e9f0c15786fa9fe1a0ff3642b14f,16.0       ,9.0
ie779deaed1a4670d6f08ed8db2e88131940500b47,13.0       ,11.0
ie779977f9e469e143bcaa90a59736d0bcb109bdc7,19.0       ,16.0
ie0f8eaaf8fbee9aaf87177f800ce1f0f38564f8c5,13.0       ,12.0
ie4c3396abefc46262bf8a3a464a176e14153f7ec9,13.0       ,13.0
ie749069cde0d5b105db2daa7077fb4ec81752c242,14.0       ,10.0
ie10daa1c2ce6a4c544a9e75801341337b42e4a027,17.0       ,17.0
ie13cc586cc5c950ddaf7c18f81e5887d2272b3125,10.0       ,7.0
ie54b3e6f62e51d7e0734885b86c9d1221bb3b8363,18.0       ,15.0
ied8aa4c347dc1b9ee547ca2a0520f83f5bab3b295,18.0       ,11.0
ie1272c014344958c0cd775bf51a014b2a99ab4211,19.0       ,13.0
ie12d3e10fbbbf66f9c5269fc82ba2b4a396380291,12.0       ,11.0
ied99d0d8e91497a54ad428f635d4a447f78863212,13.0       ,11.0
ie276c879045ecd307d158c249eb1ec37eba35915d,8.0        ,4.0
ied9f0b721f07f8aa31df42a507925091227941ce8,18.0       ,11.0
ie2587b435fba211f4532690470354d5dd25eb1b93,21.0       ,14.0
iee7a70870d4e35faaf8147cec2e2c9b6151773de6,18.0       ,13.0
iea2a2135ce784042304e9c359019e635ca5a173c8,22.0       ,17.0
ie6a0c0b58a4e4707fe29313046d14606761ec7376,19.0       ,15.0
ief9cdea882c94dc9455629b41e4e83634b2ad12a7,15.0       ,10.0
ie53fca0418ff7694bf18e0282b043a323fd686c55,13.0       ,13.0
ie6e3803e7d717649b9438e04e6d57f0018623e825,21.0       ,15.0
ieb7d4a8e2b8bc6c3a05ec9089c608feb5d022728d,19.0       ,13.0
ie33c754307aa1f9d39d906c7fdb912e5f6c6b0a43,20.0       ,18.0
ieb5b6a4683481994949d4030fe26bd5e1d4685460,14.0       ,12.0
ief02b5368aed22bd86d75bc3e69098d82106327cd,11.0       ,11.0
ie2168d9c4e58ab6fbe957e85491c9d3df8487caf6,17.0       ,14.0
ie20f5d1ba60ee14b05b2f7b8dd7645b87cf949edb,13.0       ,11.0
ie7a6f6fed8c61f1c6956d467f9adb14334fb25318,23.0       ,17.0
ie8c3c10a214fdaf813a98c71edfb00f5560738173,10.0       ,6.0
ie502befe3a9164f06e193abce8e7df67a473690af,11.0       ,8.0
ieb3be3c4c5edfcb286b1ae1216804e1a00ecbaae8,21.0       ,17.0
iea955cb7d1ab45d3726357593e7527a7eba82fb27,14.0       ,10.0
ie8bd8b0279357c412cb4301471c4bdfd84d6bfb80,10.0       ,6.0
ie32ef60e04d45c321e1076a94905e80a8d00e80ff,16.0       ,13.0
ied0663a5182f6c756c23896efc31bad1d11e84bd8,16.0       ,13.0
ie5d2c0b3976dcf09e2bd59666bd2e0b0c88606ee8,10.0       ,10.0
iea685b8dc2b53befef194acbb79151405351cc1f1,12.0       ,7.0
iee341acf08685d7d0f4a1fdc8717fe2dbaf980a4d,20.0       ,16.0
ie304b977e924c842b34d2d826a5708c79920237a9,10.0       ,8.0
ie3e59f2ede16c979fe9fa7d9a5f46b002a67ee4af,16.0       ,13.0
ie5887ecfd07c311229018de9423471fc2e02c2593,19.0       ,14.0
ie8ab1588a98b4d4969a7d7ceb36d7d3acc4a1183e,15.0       ,11.0
ie851e40ba9c53e653a14182466a424dafd6566ca8,16.0       ,12.0
ie33284d1ba34b1506eaebbf1e19a8de92f3fad05e,13.0       ,9.0
ie64139d39ba87ded2fbdb8f99883bc55357e58b46,19.0       ,14.0
ie6d46e2fb2b6ea453a83945104e67e839ef94852c,24.0       ,20.0
ie023da1ff692942ce69c33c8e462da65f4d3521e6,14.0       ,8.0
ief52e9ce3ae9f5ded4bca4ccdf74ca7c2d6287894,16.0       ,13.0
ie1f4eaa43c9056bfe8dadefabced8973826887064,22.0       ,19.0
iec5b1aa94e83f17b1c8c401054773a09d2cb9a441,15.0       ,11.0
iea99601499aad9a2feca16eb118919f9bf3dda085,16.0       ,14.0
iea663b5107457857defa496f769046de25a01a934,13.0       ,11.0
ie59e200437304fbd47cf3470f9708fae69b420a68,17.0       ,12.0
ieeffe950beef2ab3dc8d967498217870c2f2bd256,16.0       ,10.0
iec7bf3619d8dfc39d97057f4833606ce11d0935bb,19.0       ,14.0
ied3d92ff3bf4a55c5c79bb273d57ca3fca291baca,16.0       ,12.0
ie1b98bd9018583fd06b4b63c1173f10a39dff9496,17.0       ,13.0
ief3c24649009a756f9cc17227b18c5dc96c39cc12,18.0       ,15.0
ie2212c2f4c5da211f3da3b675ab1af1ddfbe1101b,17.0       ,15.0
ie5c7dacfac72e2901e010dadaf3a10198539b2e42,19.0       ,18.0
iecf8d3336bdcdc1b211b356dee6c5dfc420e2cc68,16.0       ,15.0
iefa5d317e86bfe5e8cfe8d4cd4a5daad119163d1e,11.0       ,7.0
ieea824900c95d52b7305282c605d77962bef1ceeb,14.0       ,12.0
ieac9c203cefe91158bfcb99868e1e00e658b64bef,15.0       ,11.0
ie88e1d45a13cc8332cdf941408a0146461f89c3f5,17.0       ,15.0
ie5a6b902c0f32673323e72c1e6f60affc93ceb900,17.0       ,14.0
iee56a7c9051aeab05e2f4bb1ad5f3e9ba6fba3fcb,15.0       ,11.0
ie57bee99b37c3102798c0e5d3a552605397d0835a,20.0       ,16.0
ie219821ce700f0f641dfa5fa07253ebe889fd3eb0,15.0       ,14.0
ie6ea3f748380314f3a923c843eaa10f0b848e9d32,11.0       ,9.0
ieadaec380895ceceaff3a450d56f824698d908081,21.0       ,20.0
ieac24f1cf04e60d7c7e0dc673341f15249d2019f4,16.0       ,12.0
ie9e829240451fa01e490596106391fc7e6917bd1d,16.0       ,13.0
ieadce59e59c01f9cc7bd9e220c56139f568cb84a8,9.0        ,9.0
ie653eab78b433379db604a2563a53afc55dd81384,15.0       ,14.0
ieda5b3417c1441b291531b847b7eeeffa52ab0d73,15.0       ,10.0
iee8da173bbd5597e8aa6c6cdbcc174ce4941acf9a,13.0       ,11.0
ieddd7cfa8e81b2f5908f6f0002be9c358f2c5a9b6,17.0       ,16.0
iec1519c2ae513483563489d31bacd8c38a950a16d,13.0       ,12.0
ie1aab3266139a2f671ba5c5f9a63af10e11d0bae6,25.0       ,19.0
iec55f707f0e3f5b8fdf23af71faf47017c55d5909,14.0       ,13.0
ied9eed0f2d53a467c88c8cee7700e522227a17a93,18.0       ,12.0
ie3269524b7f5225d2e60fac648d79354af4a00a14,15.0       ,15.0
ied037b753557181211749c547cd510e2c4c4d47c6,27.0       ,23.0
ie915f22e0ec19fd3deeba9b26733463c9fa7bf573,18.0       ,15.0
ie20f019433e704a2322f27dfb56137f1c01ca1e3b,12.0       ,11.0
